"title","url","sof"
"A Clorexidina é eficaz para diminuir a carga viral no pré-tratamento odontológico?","https://aps-repo.bvs.br/aps/a-clorexidina-e-eficaz-para-diminuir-a-carga-viral-no-pre-tratamento-odontologico/","Algumas evidências apontam que o bochecho pré-operatório com substâncias antimicrobianas, como o digluconato de clorexidina,pode reduzir o número de micróbios na cavidade bucal (1) .

E pode ser um importante adjuvante no pré-tratamento odontológico.

Entretanto, não há evidência suficiente para confirmar a eficácia destes bochechos para diminuir a carga viral do novo coronavírus(SARS-CoV-2), uma vez que os estudos encontrados sobre o tema (2,3) utilizaram o digluconato de clorexidina na desinfecção de superfícies inanimadas, em concentrações baixíssimas (0,02%), contra o vírus da Síndrome Respiratória Aguda Grave (SARS-CoV) e outros coronavírus (MERS-CoV e H-CoV), mas não na forma de soluções para bochechos, onde as concentrações disponíveis no mercado são de 0,12 a 0,2%.

Sobre a efetividade da clorexidina na forma de solução para bochechos, um estudo testou este agente antimicrobiano contra o SARS-CoV-2 e demonstrou que soluções de 0,05% de clorexidina são igualmente efetivas ao álcool etílico a 70% e ao iodopovidona a 7,5% na desinfecção de superfícies após o tempo de exposição de 5 minutos (4) .

Por outro lato, até o momento, nenhum estudo comprovou a ineficácia da clorexidina na forma de solução para bochechos contra o novo coronavírus,e as soluções para bochecho deste antimicrobiano disponíveis no mercado são duas a quatro vezes mais concentradas que a de 0,05%."
"A Penicilina benzatina pode ser administrada associada à Lidocaína para facilitar a adesão de tratamento medicamentoso?","https://aps-repo.bvs.br/aps/a-penicilina-benzatina-pode-ser-administrada-associada-a-lidocaina-para-facilitar-a-adesao-de-tratamento-medicamentoso/","Alguns estudos examinaram as influências da lidocaína como um diluente na farmacocinética das penicilinas em humanos e nenhum mostrou alterações nos parâmetros farmacocinéticos desses antibióticos quando misturados à lidocaína. Observou-se que a lidocaína é fisicamente e quimicamente compatível com penicilina, não alterando a biodisponibilidade nos fluidos corporais. Além disso, a intensidade e a frequência da dor no local da injeção foram reduzidas consideravelmente com a administração de lidocaína quando comparada à água estéril como diluente, podendo ser uma medida a ser usada naqueles pacientes que relutam em fazer uso da penicilina benzatina por queixa de dor. (1,2)

Medidas para diminuir a dor durante aplicação da penicilina benzatina devem ser observadas, objetivando uma melhor aderência à profilaxia: usar agulha 30×8 mm ou 25×8 mm para aplicar a medicação, injetar o líquido lenta e progressivamente (2-3 min.) e evitar friccionar o local. O uso de 0,5 ml de lidocaína 2% sem vasoconstrictor reduz a dor durante a aplicação e nas primeiras 24 horas. (3)

Já existe Nota técnica da Secretaria Municipal de Saúde de Campinas sobre orientações para uso de penicilina benzatina associada a lidocaína 2% para gestantes com sífilis e seus parceiros. (4)"
"A Terapia de Reposição Hormonal (TRH) pode ser instituída em Atenção Primária à Saúde?","https://aps-repo.bvs.br/aps/a-terapia-de-reposicao-hormonal-trh-pode-ser-instituida-em-atencao-primaria-a-saude/","SOF relacionadas:

• Os sintomas da menopausa são todos de origem psicológica? Todas as mulheres devem fazer reposição hormonal? Existem plantas medicinais que combatam os sintomas da menopausa?
• Pacientes que não estão no climatério e que realizaram histerectomia ou ooforectomia devem receber que tipo de terapia de reposição hormonal?
• Como proceder se em vigência de Terapia de Reposição Hormonal com estrógenos conjugados houver fluxo menstrual?
• Quais os riscos e benefícios da terapia de reposição hormonal na menopausa?"
"A Vitamina C, em doses de 200mg/dia ou mais, reduz a incidência, duração e severidade dos episódios de resfriado comum quando usada como profilaxia contínua ou no início dos sintomas?","https://aps-repo.bvs.br/aps/a-vitamina-c-em-doses-de-200mgdia-ou-mais-reduz-a-incidencia-duracao-e-severidade-dos-episodios-de-resfriado-comum-quando-usada-como-profilaxia-continua-ou-no-inicio-dos-sintomas/","Sumário das evidências A resposta acima é embasada em uma Revisão Sistemática da Colaboração Cochrane atualizada em 14 de maio de 2007. Esta revisão é restrita a Ensaios Clínicos Randomizados (ECR) controlados por placebo testando no mínimo 200mg de Vitamina C para profilaxia de Resfriado Comum. 30 ECRs preencheram os critérios de inclusão e entraram no estudo representando um total de 11.350 indivíduos. Os desfechos medidos foram incidência, duração e efeitos adversos, mas severidade não pôde ser adequadamente medida. Dos 11.350 indivíduos, 6.135 usavam Vitamina C por períodos que vão de duas semanas a cinco anos. Não houve diferença significativa na incidência do Resfriado Comum entre os dois grupos (RR 0,96 – IC 95% 0,92 a 1,00). A Vitamina C apresenta benefício estatisticamente significativo no desfecho “duração dos episódios” quando comparado com placebo. Este efeito foi maior nas crianças – 13,6% (IC 95% 5,6% a 21,6%) – do que nos adultos – 8% (IC 95% 3,0 a 13,1%). Sete ECRs investigaram a manifestação de sintomas adversos. Não houve diferença estatisticamente significativa entre para efeitos dos grupos de tratamento e controle."
"A acupuntura pode ser usada no tratamento do tabagista?","https://aps-repo.bvs.br/aps/a-acupuntura-pode-ser-usada-no-tratamento-do-tabagista/","O Painel de Consenso sobre Acupuntura do National Institutes of Health (NIH) dos Estados Unidos (1) afirma que a acupuntura pode ser útil como tratamento coadjuvante de um programa abrangente na terapia da adição a drogas, incluindo a dependência da nicotina. Entretanto, o Consenso de Abordagem e Tratamento do Fumante do Ministério da Saúde (2) brasileiro não recomenda a acupuntura como o método de primeira escolha para a cessação de fumar, por não existir, até o momento, evidências científicas suficientes para comprovar sua eficácia, mas orienta que a acupuntura poderá ser usada, caso seja de escolha dos pacientes e desde que não existam contraindicações para o seu uso. Há quatro revisões sistemáticas que abordam o uso da acupuntura no tratamento do tabagismo, e relatam que apesar da acupuntura ser menos eficaz do que a terapia de reposição de nicotina (NRT) e as intervenções psicológicas (3,4,5) na redução das taxas de abstinência em curto prazo (4); vários pacientes relataram que se sentiram melhor com o uso da acupuntura (4) por perceberem que a técnica reduz o paladar para o tabaco, ansiedade e o desejo de fumar, durante a abstinência do fumo por seis ou mais meses (3,6).

Os centros de saúde em Florianópolis utilizam a Auriculoterapia, Automassagem e Acupuntura como coadjuvante aos recursos (intervenção psicológica, manuais e medicamentos) preconizados pelo Ministério da Saúde para o tratamento de fumantes desde 2012. Com a inserção destas práticas na Atenção Primária à Saúde (APS), verificou-se um aumento do acesso nos grupos de cessação do uso do tabaco e uma redução na utilização dos medicamentos (8). Houve, também, uma nítida satisfação dos usuários e motivação dos profissionais de saúde revelada através de depoimentos, elogiando a qualidade e resultados do serviço oferecido7. O tratamento compreendeu pontos de acupuntura sistêmica para automassagem (7C,7CS, 9P,7P,4IG) e acupuntura auricular (Shenmen, Rim, Etômago, Pulmão Inferior, Ansiedade) (9), ilustrados a seguir:

sof aps

Em 2013, foram capacitados para a prática de auriculoterapia e orientação de pontos de Acupuntura para automassagem, 45 profissionais de saúde lotados nos Centros de Saúde e CAPS-AD entre os já treinados para a coordenação de grupos de tratamento de fumantes, com tendência positiva ao aumento no acesso dos tabagistas que buscam o tratamento (8). Embora o mecanismo de ação da acupuntura no tratamento do fumante ainda permaneça obscuro e controverso (3,4,5,6), por falta pesquisas sem problemas metodológicos, os estudos reconhecem a acupuntura como uma intervenção popular e segura quando aplicada corretamente (3). A inserção de práticas integrativas e complementares nas unidades básicas de saúde valoriza as características culturais especiais da população, fortalece o vínculo entre equipe e comunidade, e garante a atenção integral ao usuário, tanto do ponto de vista de promoção de saúde como de prevenção de doenças adequada ao contexto da APS."
"A adesão e (re)contratualização das equipes de saúde é voluntária no 3º Ciclo do PMAQ?","https://aps-repo.bvs.br/aps/a-adesao-e-recontratualizacao-das-equipes-de-saude-e-voluntaria-no-3o-ciclo-do-pmaq/","Sim. A Adesão e (re)contratualização das equipes é voluntária e pressupõe um processo de pactuação de compromissos a serem firmados entre as Equipes de Atenção Básica, incluindo as equipes de saúde bucal e NASF, e os gestores municipais, e desses com o Ministério da Saúde, em um processo que envolve pactuação local, segundo o Manual do Ministério da Saúde (1) .

No terceiro ciclo do Programa Nacional de Melhoria do Acesso e da Qualidade (PMAQ) todas as equipes de saúde da atenção básica, incluindo as equipes de saúde bucal e Núcleos de Apoio a Saúde da Família, independente do modelo pelo qual se organizam, aderiram ao PMAQ-Atenção Básica (PMAQ-AB), desde que se encontrassem em conformidade com os princípios da atenção básica. Sendo assim, o termo de compromisso pode ser assinado pela equipe ou representante da equipe de Atenção Básica (2) .São condições para permanência das equipes que aderiram ao terceiro ciclo do PMAQ, as mesmas exigências que disciplinam o pagamento do PAB Variável previstas na Política Nacional de Atenção Básica vigente (Portaria GM/MS nº 2.488 de 21 de outubro de 2011) e na portaria que regulamenta os valores de repasse financeiro para o NASF (Portaria GM/MS nº 548 de 04 de abril de 2013). Dentre elas, destaca-se o cadastramento e atualização regular, por parte dos gestores, de todos os profissionais das Equipes no Cadastro Nacional de Estabelecimentos de Saúde (CNES), assim como o cumprimento da carga horária de acordo com o informado; alimentação do Sistema de Informação (e-SUS/SISAB AB) (1) .No entanto, o instrumento de avaliação externa contempla elementos relacionados às características estruturais e de ambiência na unidade básica de saúde e disponibilidade de equipamentos, materiais, insumos e medicamentos que serão observadas pelo avaliador de qualidade, assim como elementos relacionados à organização do processo de trabalho que serão verificados mediante entrevista com profissionais de saúde (1) .O instrumento de avaliação externa para as equipes de atenção básica e saúde bucal está organizado em seis módulos, conforme o método de coleta das informações (2) :

Módulo I – Observação na Unidade Básica de Saúde, objetiva avaliar as condições de infraestrutura, materiais, insumos e medicamentos da Unidade Básica de Saúde. Neste módulo, o entrevistador deverá ser acompanhado pelo enfermeiro, médico, técnico/auxiliar de enfermagem ou gerente da Unidade Básica de Saúde, que conheça a estrutura, os equipamentos, os materiais e os insumos da Unidade de Saúde para a verificação dos mesmos.

Módulo II – Entrevista com o profissional da Equipe de Atenção Básica e verificação de documentos na Unidade Básica de Saúde, objetiva avaliar o processo de trabalho da equipe e a organização do serviço e do cuidado para os usuários. Este profissional deverá ser o enfermeiro ou médico, que agregue o maior conhecimento sobre o processo de trabalho da equipe. No momento da avaliação externa se enfermeiro ou médico não estiver para responder a entrevista outro profissional de nível superior da equipe poderá ser entrevistado. No entanto, a equipe será prejudicada no componente da avaliação externa na Certificação do Programa. Caso não haja o profissional de nível superior adequado para realização da entrevista das equipes de atenção básica, deverá ser preenchido o termo de justificativa.

Módulo III – Entrevista com o Usuário na Unidade Básica de Saúde (Pesquisa de Satisfação do Usuário da Atenção Básica no Brasil), visa verificar a satisfação e percepção dos usuários quanto aos serviços de saúde no que se refere ao seu acesso e utilização. O questionário será aplicado para quatro usuários por equipe, presentes na unidade no dia da avaliação externa. Para entrevista com os usuários, o entrevistador deverá selecionar aqueles que não passaram por consulta com médico, enfermeiro no dia da entrevista.

Módulo IV – Entrevista com o profissional do NASF e verificação de documentos na Unidade Básica de Saúde, objetiva avaliar o processo de trabalho destas equipes e a organização do cuidado aos usuários.

Sendo assim, após a classificação da totalidade das equipes será definido um fator de desempenho em que se considerará o orçamento global destinado ao pagamento da certificação das equipes contratualizadas e a distribuição das equipes nas categorias de desempenho (desempenho ótimo; desempenho muito bom; desempenho bom; desempenho regular; desempenho ruim, sendo que o fator de desempenho será o valor mínimo que uma equipe receberá (1) .Uma vez que a equipe seja certificada, o gestor municipal passará a receber os valores diferenciados do componente de qualidade do PAB variável, conforme o desempenho alcançado de suas equipes contratualizadas (1) . No entanto novas formas de organização dos sistemas, com perspectivas de cobertura universal, de fato, têm sido vislumbradas para alcançar a equidade e a integralidade das ações (3) ."
"A adição de rastreamento para infecção pelo vírus do papiloma humano (HPV) aumenta a a detecção de lesões intraepiteliais de alto grau e carcinoma in situ?","https://aps-repo.bvs.br/aps/a-adicao-de-rastreamento-para-infeccao-pelo-virus-do-papiloma-humano-hpv-aumenta-a-a-deteccao-de-lesoes-intraepiteliais-de-alto-grau-e-carcinoma-in-situ/","A detecção de HPV por PCR não está disponível em termos de saúde pública no nosso meio, e ainda faltam estudos sobre o custo do excesso diagnóstico de lesões de grau 2. Entretanto, o monitoramento (reexame citopatológico e colposcopia) de mulheres com infecção por HPV parece recomendado. Como isto é amplamente acessível em Atenção Primária à Saúde, é relevante disseminar essa perspectiva.

Resumo e comentário por Mario Roberto Garcia Tavares em 19 Dezembro 2007

Resposta baseada em evidência O rastreamento de mulheres na idade dos 30 anos para HPV, adicional ao citopatológico, parece não reduzir a incidência de lesão intra-epitelial de alto grau ou câncer. Sumário das evidências Um total de 12527 mulheres entre 32 e 38 anos foram acompanhadas em 4 cidades da Suécia por uma média de 4,1 anos. Elas foram randomizadas na proporção de 1:1 para serem ou não adicionalmente rastreadas para HPV por reação de polimerase em cadeia (PCR), seguidas de reexame e colposcopia se positivo. O mesmo número de mulheres do grupo controle (amostra aleatória) também realizou reexame com Papanicolau e colposcopia para evitar viés de aferição. Os examinadores foram cegados para os resultados dos testes de HPV. O desfecho primário do estudo foi incidência de lesão intra-epitelial de alto grau ou câncer (in situ ou invasivo) Durante o estudo, 139 mulheres no grupo rastreado para HPV e 119 no grupo controle apresentaram lesão intraepitelial de alto grau ou câncer. Houve uma detecção maior de lesões no início do estudo no grupo rastreado para HPV, especialmente por lesões de grau 2 (nomenclatura antiga ): 42 no grupo rastreado para HPV e 21 no grupo controle – risco relativo de 2,01 (IC95%: 1,19-3,40), mas que não se repetiu no final do estudo, o que representa provavelmente excesso diagnóstico. Ao final do estudo, lesões de grau 3 ou câncer foram detectadas em 88 mulheres do grupo rastreado e em 85 no grupo controle, sem diferença significativa. O risco para o desenvolvimento de neoplasia de alto grau ou câncer permaneceu elevado ao longo do estudo no grupo rastreado para HPV."
"A amamentação é contraindicada caso a mãe esteja com toxoplasmose ou contraia a doença no puerpério?","https://aps-repo.bvs.br/aps/a-amamentacao-e-contraindicada-caso-a-mae-esteja-com-toxoplasmose-ou-contraia-a-doenca-no-puerperio/","A toxoplasmose materna não contraindica a amamentação, em nenhuma das duas situações, uma vez que não há nenhuma evidência de que a toxoplasmose possa ser transmitida através do leite materno. A transmissão da doença pode ocorrer de três formas, primeiro pela ingestão de tecidos de animais infectados, contendo cistos de Toxoplasma, através de carne crua ou mal cozida, fonte de infecção comum para hospedeiros definitivos e intermediários, ou presas caçadas, fonte de infecção primária nos gatos; segundo pela ingestão de oocistos eliminados nas fezes de gatos, fonte de infecção comum para hospedeiros intermediários, os oocistos podem ser transportados por baratas, moscas e minhocas e; terceiro a infecção congênita, transplacentária, esta fonte de infecção é incomum nos cães e gatos, mas pode ser causa de aborto, natimortos ou mortalidade neonatal 1,2 .

A Toxoplasmose é uma zoonose causada pelo protozoário Toxoplasma gondii (T. gondii), um parasita celular obrigatório. A infecção possui distribuição geográfica mundial e alta prevalência sorológica1. O principal mecanismo de transmissão é a ingestão de oocistos infectantes provenientes de fezes de gatos ou a ingestão de carne crua ou mal cozida contendo cistos teciduais 3 . Embora a infecção pelo T. gondii seja geralmente assintomática nos indivíduos imunocompetentes, costuma apresentar quadros clínicos de alta gravidade em indivíduos imunocomprometidos (transplantados, submetidos a quimioterápicos ou portadores de HIV), podendo até levar à morte. Em gestantes, pode ocasionar aborto espontâneo, nascimento prematuro, morte neonatal, ou sequelas severas no feto (por exemplo, a clássica Tríade de Sabin: retinocoroidite, calcificações cerebrais e hidrocefalia ou microcefalia), caso a infecção seja adquirida durante a gestação, principalmente durante os primeiros dois trimestres 3 . O diagnóstico de infecção aguda na gravidez é crucial, pois é geralmente nesse período que a gestante corre risco de transmitir a doença para o feto. Como a maioria das infecções nas grávidas e nos recém-nascidos é assintomática, devem-se realizar exames complementares para diagnosticar e tratar os casos de toxoplasmose aguda na gestação e de toxoplasmose congênita 4 . As gestantes que apresentarem suspeita de infecção por T. gondii adquirida durante a gestação devem ser imediatamente tratadas com espiramicina, que é ministrada para prevenir a transmissão do T. gondii da mãe para o feto. Se a infecção toxoplásmica fetal for confirmada, ou nas infecções adquiridas nas fases mais tardias da gestação (quando a taxa de transmissão materno-fetal é mais alta), o tratamento específico da mãe com pirimetamina, sulfadiazina e ácido folínico deverá ser considerado 5 . Todas as drogas apresentam uma categoria de risco quando usadas durante a lactação, e com as medicações usadas no tratamento da toxoplasmose não é diferente. A Espiramicina e o ácido fólico são compatíveis com a amamentação, já a Pirimetamina é classificada como uso criterioso durante a amamentação, pois é excretada no leite materno em quantidades significativas. Deve-se evitar em lactentes que estejam fazendo uso de outro antagonista de folatos. A Sulfadiazina também se apresenta como uso criterioso durante a amamentação, pois não há dados sobre segurança para uso durante o período da lactação. Por isso, o médico deve escolher a forma de tratamento que seja a melhor para mãe e bebê 6 .

Atributos da APS O aleitamento materno, pelas inúmeras vantagens que traz, tanto para a mãe como para o recém-nascido, é reconhecido mundialmente como a melhor forma de alimentação da criança. Entretanto algumas doenças envolvendo tanto a mãe quanto o recém-nascido podem constituir obstáculos para a amamentação. Nessas circunstâncias, é importante que o profissional tenha habilidade, conhecimento técnico e atitude acolhedora para avaliar e orientar adequadamente a viabilidade do aleitamento materno. Desta forma, o acesso facilitado ao serviço de saúde promove oportunidade de discussão e esclarecimentos a respeito de questões que poderiam se tornar empecilho para a amamentação de forma desnecessária."
"A aplicação da vacina da gripe necessita de intervalo mínimo após outras vacinas?","https://aps-repo.bvs.br/aps/a-vacina-da-gripe-necessita-de-intervalo-minimo-para-ser-aplicada-apos-outras-vacinas/","A vacina da gripe (influenza) pode ser aplicada com outras vacinas (no mesmo momento ou dias depois, sem intervalo mínimo entre elas), não havendo interferência na produção de imunidade por ela conferida (1). A vacina da gripe é feita com vírus inativados (mortos) e não interfere na ação de outras vacinas, incluindo as de vírus vivos atenuados. Quando houver necessidade de vacinação simultânea (isto é, mais de uma vacina sendo aplicada na mesma ocasião), procedem-se as administrações com seringas diferentes, e em locais anatômicos diferentes (1,2). De um modo geral, as vacinas dos calendários de vacinação podem ser administradas simultaneamente sem que ocorra interferência na resposta imunológica, exceto as vacinas contra a febre amarela, a tríplice viral (sarampo, caxumba e rubéola), contra a varicela (catapora) e a tetra viral (sarampo, caxumba, rubéola e varicela) – compostas de vírus vivos atenuados – que devem ser administradas com intervalo de 30 dias (2).

Complementação

Todo ano, o Ministério da Saúde realiza uma Campanha Nacional de Vacinação contra Influenza, onde grupos prioritários podem receber gratuitamente a vacinação nos postos de saúde. Os grupos prioritários a serem vacinados de acordo com recomendações do Ministério da Saúde são (1,3):

• Crianças de 6 meses a menores de 5 anos;
• Gestantes;
• Puérperas (até 45 após o parto);
• Trabalhadores de saúde;
• Povos indígenas;
• Indivíduos com 60 anos ou mais de idade;
• População privada de liberdade;
• Adolescentes e jovens de 12 a 21 anos de idade sob medidas socioeducativas;
• Funcionários do sistema prisional;
• Pessoas portadoras de doenças crônicas não transmissíveis;
• Pessoas portadoras de outras condições clínicas especiais (doença respiratória crônica, doença cardíaca crônica, doença renal crônica, doença hepática crônica, doença neurológica crônica, diabetes, imunossupressão, obesos, transplantados e portadores de trissomias, como a Síndrome de Down).

ATRIBUTOS APS

No contexto da Atenção Básica, é importante que toda a equipe da unidade esteja envolvida com a atividade de vacinação, a fim de que se ampliem as oportunidades de orientação da comunidade, com o encaminhamento de usuários não vacinados ou com esquemas incompletos para a sala de vacinação, mesmo que estes tenham procurado o serviço para outra finalidade (consultas, curativos, exames, farmácia, entre outros) (2). No caso específico da vacinação contra a gripe (influenza), convém informar alguns aspectos desta doença à comunidade, para facilitar o entendimento da importância da vacinação:

• A gripe pode evoluir para pneumonia e morte, por isso é considerada uma doença importante em termos de saúde pública.
• Gripe não é a mesma coisa de resfriado comum! O resfriado comum se parece com a gripe, mas é mais brando (leve).
• Como a gripe e o resfriado comum são doenças diferentes, a vacina contra a gripe só protege contra a gripe, e não protege contra o resfriado comum. Isso é muito importante porque muita gente, por confundir gripe com resfriado comum, se queixa de que a vacina “não funcionou” porque ficou resfriada.
• A vacina contra a gripe é completamente segura. Ela é feita a partir de vírus inativado (como já mencionado), e não tem a menor possibilidade de produzir nem gripe, nem resfriado em quem a toma.
• A vacina precisa ser repetida anualmente porque o nível de anticorpos cai e também porque a composição dos vírus pode variar. A decisão sobre quais vírus devem estar contidos na vacina é dada pela Organização Mundial de Saúde, todos os anos.

EDUCAÇÃO PERMANENTE

A influenza, popularmente conhecida como gripe, é uma infecção viral aguda que afeta o sistema respiratório. É de elevada transmissibilidade e distribuição global, com tendência a se disseminar facilmente em epidemias sazonais e também podendo causar pandemias. A transmissão ocorre por meio de secreções das vias respiratórias da pessoa contaminada ao falar, tossir, espirrar ou pelas mãos, que após contato com superfícies recém contaminadas por secreções respiratórias pode levar o agente infeccioso direto a boca, olhos e nariz (1). Frequentemente é caracterizada por um início súbito dos sintomas: febre alta, calafrios, tremores, dor de cabeça, dores musculares e falta de apetite, tosse seca, dor de garganta e coriza. A infecção geralmente dura 1 semana, com os sintomas gerais persistindo por alguns dias, sendo a febre o mais importante (4). A doença pode ser causada pelos vírus influenza A, B e C. O vírus influenza C causa apenas infecções respiratórias brandas, não possui impacto na saúde pública e não está relacionado com epidemias. Os vírus influenza A e B são responsáveis por epidemias que ocorrem anualmente, sendo o vírus influenza A responsável pelas grandes pandemias (1,4). Os vírus influenza A são ainda classificados em subtipos de acordo com as proteínas que formam sua superfície. Dentre os subtipos de vírus influenza A, os subtipos A(H1N1) e A(H3N2) circulam atualmente em humanos. Alguns vírus influenza A de origem aviária também podem infectar humanos causando doença grave, como no caso do A(H7N9) (4). A transmissão ocorre principalmente através do contato com partículas eliminadas por pessoas infectadas ou mãos e objetos contaminados por secreções. É muito elevada em ambiente domiciliar, creches, escolas e em ambientes fechados ou semi fechados, dependendo não apenas da infectividade dos vírus, mas também do número e intensidade dos contatos entre pessoas de diferentes faixas etárias. A transmissão também é elevada em aviões, navios e outros meios de transporte coletivo (1). A complicação da influenza que mais frequentemente leva à hospitalização e à morte é a pneumonia, que pode ser causada pelo próprio vírus ou por infecção bacteriana (1). A vacinação contra influenza mostra-se como uma das medidas mais efetivas para a prevenção da influenza grave e de suas complicações (1,4).

SOF Relacionadas:

SOF Relacionadas:

1- Quais são os sinais e sintomas da Influenza A (H1N1), seus riscos e complicações? Como preveni-la? 2- Qual forma para abordar um idoso que recusa realizar a vacina da influenza? 3- Qual a importância da vacina H1N1?"
"A aplicação tópica de flúor é contra indicada para pacientes autistas?","https://aps-repo.bvs.br/aps/a-aplicacao-topica-de-fluor-e-contra-indicada-para-pacientes-autistas/","Não. Os procedimentos odontológicos não diferem, tecnicamente, daqueles realizados em qualquer indivíduo e devem ser feitos na Atenção Básica sempre que possível. A diferença está na forma como a pessoa autista deve ser abordada e condicionada. A abordagem dos pacientes pode ser de forma lúdica, sempre com elogios ao seu comportamento. É importante que a Equipe de Saúde Bucal fique atenta ao comportamento do autista para que identifique posturas de repulsa, de relaxamento, de medo ou de desconfiança, sabendo se posicionar quando oportuno.

É importante, ainda, criar uma rotina de atendimento para o paciente autista, realizando várias visitas ao consultório antes de iniciar o tratamento. Deve-se manter sempre o mesmo dia, horário e equipe profissional, uma vez que o paciente autista necessita de uma continuidade. Realizar consultas curtas, bem estruturadas e evitar espera na recepção. Utilizar comandos claros, curtos e simples, evitando palavras que provoquem medo.

Atributos da APS:

Para promover atendimento integral e resolutivo às pessoas com deficiência que necessitem de orientação, prevenção, cuidados ou assistência à saúde bucal pelo SUS, a Equipe de Saúde Bucal deve estar adequadamente capacitada para acolher, prestar assistência às queixas, orientar para exames complementares, acompanhar a evolução de cada caso e encaminhar os pacientes para unidades de Atenção Especializada Ambulatorial e Hospitalar, para os casos de maior complexidade e para os que necessitem de atendimento sob anestesia geral, e outras estruturas da rede quando for necessário. Porém, destaca-se que o paciente deve ser contra referenciado para a AB para manutenção da saúde bucal, controle da dieta e acompanhamento no território."
